movieId,imdbId,tmdbId
2871,0068473,10669
2872,0082348,11527
2875,0108185,1049
2877,0073812,11326
2881,0150377,10398
2883,0140397,24071
2888,0164114,14429
2889,0134618,15198
2890,0120188,6415
2891,0162360,24066
2901,0079714,9638
2902,0086154,10576
2905,0056443,11712
2906,0156934,12618
2907,0167427,13824
2908,0171804,226
2912,0165854,10388
2915,0086200,9346
2916,0100802,861
2917,0082089,14412
2918,0091042,9377
2919,0086617,11541
2920,0037674,2457
2921,0068699,11901
2922,0061747,4929
2924,0080179,11230
2925,0065571,8416
2926,0095270,11054
2927,0037558,851
2929,0082979,18254
2932,0077405,16642
2935,0033804,3086
2936,0034240,16305
2940,0038559,3767
2941,0052225,17352
2942,0085549,535
2944,0061578,1654
2946,0059260,14831
2947,0058150,658
2948,0057076,657
2949,0055928,646
2950,0080453,5689
2951,0058461,391
2952,0119256,8052
2953,0104431,772
2959,0137523,550
2961,0160916,12220
2966,0166896,404
2968,0081633,36819
2970,0083946,9343
2971,0078754,16858
2973,0097123,11562
2976,0163988,8649
2985,0093870,5548
2986,0100502,5549
2987,0096438,856
2989,0082398,699
2990,0097742,709
2991,0070328,253
2993,0059800,660
2995,0185371,11377
2997,0120601,492
3000,0119698,128
3004,0120596,2020
3005,0145681,9481
3006,0140352,9008
3007,0181288,14242
3011,0065088,28145
3016,0083767,16281
3018,0089885,1694
3019,0097240,476
3020,0106856,37094
3022,0017925,961
3030,0055630,11878
3032,0067525,11234
3033,0094012,957
3034,0070608,11886
3035,0048380,37853
3036,0082484,62204
3037,0065988,11040
3039,0086465,1621
3040,0079540,14035
3044,0101669,11498
3051,0149691,21349
3052,0120655,1832
3053,0151137,10047
3054,0190641,10228
3060,0101605,11663
3061,0034862,13485
3062,0056197,9289
3063,0105156,9264
3066,0066473,11165
3067,0095675,4203
3068,0084855,24226
3070,0086856,11379
3071,0094027,29154
3072,0093565,2039
3074,0068762,11943
3075,0059646,11481
3077,0164312,20565
3079,0178737,10399
3081,0162661,2668
3082,0143145,36643
3083,0185125,99
3087,0096061,9647
3088,0042546,11787
3089,0040522,5156
3090,0093509,24276
3091,0080979,11953
3093,0067411,29005
3095,0032551,596
3097,0033045,20334
3098,0087781,11393
3099,0073692,31121
3100,0105265,293
3101,0093010,10998
3102,0089360,12235
3104,0095631,9013
3105,0099077,11005
3107,0101393,2924
3108,0101889,177
3111,0087921,13681
3113,0146675,9946
3114,0120363,863
3125,0172396,20024
3129,0158371,9684
3130,0099165,9586
3134,0028950,777
3135,0079239,21887
3146,0205000,10402
3147,0120689,497
3148,0124315,1715
3152,0067328,25188
3153,0051337,15515
3155,0166485,1439
3156,0182789,2277
3157,0164912,10137
3159,0120910,49948
3160,0175880,334
3163,0151568,46435
3168,0064276,624
3169,0087231,26578
3173,0146838,9563
3174,0125664,1850
3175,0177789,926
3176,0134119,1213
3177,0195945,10471
3178,0174856,10400
3179,0145653,10397
3181,0120866,12524
3185,0120834,10219
3186,0172493,3558
3189,0156812,17908
3194,0070903,10236
3196,0046359,632
3197,0095897,11851
3198,0070511,5924
3200,0070290,14886
3201,0065724,26617
3203,0097162,10493
3204,0077269,16241
3208,0107659,9644
3210,0083929,13342
3213,0106364,14919
3219,0100318,2990
3238,0120662,18681
3243,0104187,10406
3244,0076095,14741
3246,0104797,1883
3247,0105417,2005
3248,0108147,6279
3249,0104389,11087
3250,0106246,7305
3251,0088683,24735
3252,0105323,9475
3253,0105793,8872
3254,0108525,8873
3255,0104694,11287
3256,0105112,9869
3257,0103855,619
3258,0104070,9374
3259,0104231,11259
3260,0104454,8293
3261,0105415,11068
3262,0105665,1923
3263,0105812,10158
3264,0103893,10206
3265,0104684,11782
3266,0103905,10086
3267,0104815,9367
3268,0105477,9876
3269,0104291,10326
3270,0104040,16562
3271,0105046,9609
3272,0103759,12143
3273,0134084,4234
3274,0105414,9605
3275,0144117,8374
3285,0163978,1907
3296,0062376,25934
3298,0181984,14181
3300,0134847,2787
3301,0190138,2069
3307,0021749,901
3310,0012349,10098
3316,0184858,2155
3317,0185014,11004
3328,0165798,4816
3334,0040506,11016
3342,0086969,11296
3347,0086005,14280
3354,0183523,2067
3355,0142688,622
3358,0101698,12186
3359,0078902,20283
3360,0091217,5693
3361,0094812,287
3362,0072890,968
3363,0069704,838
3364,0042208,16958
3365,0049730,3114
3384,0072251,8333
3386,0102138,820
3388,0093148,8989
3394,0092666,918
3396,0079588,11176
3397,0082474,14900
3398,0087755,11899
3404,0046435,16535
3408,0195685,462
3409,0195714,9532
3415,0072443,1396
3418,0103074,1541
3420,0078718,17443
3421,0077975,8469
3424,0097216,925
3429,0099317,54825
3430,0071402,13939
3435,0036775,996
3438,0100758,1498
3439,0103060,1497
3440,0108308,1499
3441,0087985,1880
3444,0092675,11690
3448,0093105,801
3450,0107050,11520
3451,0061735,1879
3452,0165929,2085
3461,0057261,9960
3462,0027977,3082
3466,0107091,12187
3467,0057163,24748
3468,0054997,990
3469,0053946,1908
3470,0071411,9764
3471,0075860,840
3476,0099871,2291
3477,0112950,13531
3478,0093378,16620
3479,0089457,526
3481,0146882,243
3483,0138749,10501
3484,0192614,11478
3489,0102057,879
3494,0065126,17529
3498,0077928,11327
3499,0100157,1700
3503,0069293,593
3504,0074958,10774
3505,0093640,10083
3507,0063374,11356
3508,0075029,10747
3510,0186151,10559
3512,0122459,2621
3513,0160797,10479
3521,0097940,11305
3524,0082031,13665
3525,0086927,12309
3526,0098067,1552
3527,0093773,106
3528,0102713,10333
3534,0191754,10468
3535,0144084,1359
3536,0171433,4967
3538,0166175,10557
3543,0083833,13776
3545,0068327,10784
3546,0056687,10242
3548,0051383,16347
3549,0048140,4825
3550,0085701,11654
3551,0074860,10518
3552,0080487,11977
3554,0199725,14736
3555,0141926,3536
3556,0159097,1443
3564,0158622,889
3565,0198021,10564
3566,0189584,15723
3576,0093185,12476
3578,0172495,98
3591,0085970,13105
3593,0185183,5491
3594,0210616,10560
3598,0171359,10688
3608,0089791,5683
3614,0104438,12518
3615,0130623,10567
3616,0217630,10642
3617,0215129,9285
3618,0196216,10569
3623,0120755,955
3624,0184894,8584
3629,0015864,962
3633,0064757,668
3635,0076752,691
3638,0079574,698
3639,0071807,682
3646,0208003,9600
3649,0080365,2768
3654,0054953,10911
3668,0063518,6003
3671,0071230,11072
3675,0047673,13368
3676,0074486,985
3677,0103767,14002
3681,0059578,938
3682,0070355,10648
3683,0086979,11368
3684,0097322,10875
3685,0089841,2075
3686,0099582,1551
3688,0084522,10246
3693,0090190,15239
3697,0100403,169
3698,0093894,865
3699,0088172,9663
3701,0094631,10128
3702,0079501,9659
3703,0082694,8810
3704,0089530,9355
3705,0099141,1727
3706,0092563,635
3707,0091635,10068
3708,0087262,11495
3712,0102951,25562
3717,0187078,9679
3723,0099726,10264
3726,0074156,17814
3727,0093605,11879
3729,0067741,482
3730,0071360,592
3733,0070509,14328
3735,0070666,9040
3740,0090728,6978
3741,0069762,3133
3742,0015648,643
3744,0162650,479
3745,0120913,7450
3751,0120630,7443
3752,0183505,2123
3753,0187393,2024
3754,0131704,17711
3755,0177971,2133
3760,0076257,11598
3763,0089118,9873
3770,0087175,24099
3783,0159382,12706
3784,0219854,4244
3785,0175142,4247
3786,0179116,20770
3788,0060176,1052
3791,0087277,1788
3793,0120903,36657
3798,0161081,2655
3799,0210234,12599
3801,0052561,93
3802,0104299,9278
3809,0103241,10276
3811,0080310,13783
3812,0068555,11624
3814,0073312,11686
3819,0092048,11830
3821,0144528,12107
3824,0174480,10641
3825,0200550,6282
3826,0164052,9383
3827,0186566,5551
3831,0195234,2360
3836,0065938,11589
3841,0099005,11856
3844,0098384,10860
3852,0234853,20438
3861,0191397,10393
3863,0209958,8843
3864,0188640,10643
3868,0095705,37136
3869,0102510,37137
3871,0046303,3110
3873,0059017,11694
3877,0088206,9651
3879,0160009,11398
3882,0204946,1588
3889,0144964,12211
3893,0171580,10480
3896,0202677,1619
3897,0181875,786
3908,0192731,12212
3910,0168629,16
3911,0218839,13785
3916,0210945,10637
3917,0093177,9003
3918,0095294,9064
3925,0088184,469
3927,0060397,2161
3930,0046876,10973
3932,0024184,10787
3946,0208988,10461
3948,0212338,1597
3949,0180093,641
3950,0170691,10687
3952,0208874,6521
3953,0205271,10763
3959,0054387,2134
3967,0249462,71
3968,0230030,1636
3969,0223897,10647
3972,0111512,12207
3973,0229260,11531
3977,0160127,4327
3978,0146984,4958
3979,0185431,9678
3980,0203019,11978
3981,0199753,8870
3983,0203230,14295
3984,0066995,681
3986,0216216,8452
3987,0186894,10862
3988,0170016,8871
3991,0211181,10481
3992,0213847,10867
3993,0180073,10876
3994,0217869,9741
3996,0190332,146
3997,0190374,11849
3998,0228750,11983
3999,0190865,11678
4002,0093748,2609
4005,0093428,708
4006,0092106,1857
4007,0094291,10673
4008,0096969,2604
4010,0088850,11064
4011,0208092,107
4014,0241303,392
4015,0242423,8859
4016,0120917,11688
4017,0183659,12509
4018,0207201,3981
4019,0181536,711
4020,0219699,2046
4022,0162222,8358
4023,0218967,5994
4025,0212346,1493
4027,0190590,134
4029,0120202,21991
4030,0219653,10577
4033,0146309,11973
4034,0181865,1900
4036,0189998,10873
4037,0093223,26719
4039,0083564,15739
4040,0101757,15413
4041,0084434,2623
4047,0107007,10655
4052,0218817,9989
4054,0206275,9816
4056,0237572,5955
4061,0102388,17474
4062,0095690,11191
4069,0209475,2018
4084,0092644,96
4085,0086960,90
4086,0092654,11028
4090,0092695,19933
4091,0092718,12919
4102,0092948,17159
4103,0092965,10110
4105,0083907,764
4117,0093209,32054
4121,0093260,2614
4124,0093300,580
4128,0093437,1547
4132,0093493,10019
4133,0093507,11649
4144,0118694,843
4148,0212985,9740
4149,0239948,10878
4155,0230838,1921
4159,0233142,12138
4161,0236493,6073
4167,0179626,2749
4205,0100140,4587
4210,0091474,11454
4211,0100486,38718
4214,0088000,14052
4220,0071771,4985
4223,0215750,853
4225,0205873,5257
4226,0209144,77
4228,0125022,10833
4231,0244970,12658
4232,0227538,10054
4234,0236784,2575
4235,0245712,55
4238,0164334,2043
4239,0221027,4133
4246,0243155,634
4247,0245686,10956
4248,0236348,19366
4254,0231402,9290
4255,0240515,13166
4262,0086250,111
4265,0132245,10477
4270,0209163,1734
4275,0085811,849
4280,0084917,11307
4291,0080319,19494
4292,0079638,40842
4299,0183790,9476
4306,0126029,808
4308,0203009,824
4310,0213149,676
4321,0101587,1406
4322,0095082,13554
4326,0095647,1632
4327,0054047,966
4329,0053221,301
4333,0094142,11896
4340,0255798,11090
4343,0251075,9397
4344,0244244,9705
4349,0065528,10364
4351,0102685,1089
4356,0045810,759
4359,0048605,10653
4361,0084805,9576
4366,0230011,10865
4367,0146316,1995
4368,0240462,10808
4369,0232500,9799
4370,0212720,644
4372,0250224,10691
4378,0203119,11826
4383,0228786,60670
4386,0239395,10992
4387,0271027,2140
4388,0257106,4248
4396,0082136,11286
4406,0056217,11697
4427,0063227,18988
4437,0076786,11906
4443,0082869,10540
4446,0173840,2114
4447,0250494,8835
4448,0227445,11371
4464,0094606,31052
4465,0094608,10868
4467,0096764,14506
4474,0094715,15592
4487,0094889,7520
4489,0094898,9602
4499,0095031,10141
4506,0095174,10675
4508,0095243,10130
4509,0095253,2617
4519,0095489,12144
4531,0095963,9604
4533,0089907,10925
4544,0096101,11966
4545,0091949,2605
4546,0096163,8740
4553,0096256,8337
4558,0096320,9493
4564,0096794,11352
4571,0096928,1648
4572,0096933,4105
4587,0097257,2210
4616,0097722,14621
4621,0097778,9494
4623,0097815,9942
4638,0163025,331
4639,0265029,11467
4641,0162346,1548
4642,0248845,13403
4643,0133152,869
4649,0243655,2171
4654,0098206,10135
4661,0098273,12150
4673,0098439,9618
4677,0098536,6951
4678,0098546,11959
4679,0098554,2616
4681,0098621,249
4700,0247638,9880
4701,0266915,5175
4703,0094868,41951
4713,0080360,11542
4718,0252866,2770
4719,0181739,12610
4720,0230600,1933
4725,0261983,10972
4728,0250687,9896
4732,0258470,9683
4733,0256524,2779
4734,0261392,2294
4735,0228333,10016
4744,0263488,8922
4754,0070917,16307
4757,0202470,12508
4776,0139654,2034
4787,0102316,11521
4799,0057193,11576
4809,0086312,12502
4814,0260866,12103
4815,0252501,11313
4816,0196229,9398
4821,0206314,10866
4823,0240890,9778
4835,0080549,16769
4844,0219965,3172
4846,0108148,12780
4848,0166924,1018
4855,0066999,984
4857,0067093,14811
4865,0120681,768
4866,0272020,2100
4867,0200027,11091
4873,0243017,9081
4874,0272152,167
4876,0245674,9378
4878,0246578,141
4880,0264796,11457
4881,0243133,10778
4886,0198781,585
4887,0267804,10796
4889,0252503,11088
4890,0256380,9889
4896,0241527,671
4899,0265087,11469
4901,0266987,1535
4902,0256009,1433
4903,0247425,1999
4914,0053472,269
4936,0080716,3537
4941,0080745,3604
4951,0100054,10847
4954,0054135,299
4958,0159273,8007
4963,0240772,161
4967,0283509,8342
4973,0211915,194
4974,0277371,11397
4975,0259711,1903
4978,0259393,9523
4979,0265666,9428
4980,0101452,1649
4990,0268397,12589
4992,0035423,11232
4993,0120737,120
4994,0268995,11086
4995,0268978,453
5008,0051201,37257
5009,0248667,8489
5010,0265086,855
5013,0280707,5279
5014,0277027,10950
5015,0285742,1365
5016,0120824,6440
5021,0074937,6037
5025,0273923,11857
5026,0237534,6312
5027,0099044,11595
5040,0087078,9610
5047,0240468,11891
5049,0083511,150
5055,0106770,10423
5060,0066026,651
5064,0245844,11362
5065,0265349,2637
5066,0281358,10229
5072,0293416,9606
5092,0265298,11870
5093,0233469,9884
5103,0108037,11528
5105,0069995,931
5107,0251114,10592
5108,0251160,8470
5110,0247745,39939
5120,0069281,993
5128,0238546,11979
5135,0265343,480
5139,0074174,23479
5146,0216651,15999
5147,0050986,614
5151,0243736,2752
5152,0277434,10590
5159,0104254,13225
5171,0268695,2135
5218,0268380,425
5219,0120804,1576
5220,0284490,5851
5222,0264761,15647
5225,0245574,1391
5247,0076729,11006
5254,0187738,36586
5265,0266452,9275
5266,0258000,4547
5267,0265662,14635
5269,0254686,1791
5283,0283111,11452
5291,0042876,548
5292,0076723,11590
5293,0264472,1537
5294,0264616,12149
5296,0253867,11812
5299,0259446,8346
5303,0099892,2565
5308,0094137,12154
5309,0098966,11630
5312,0264935,11892
5313,0277296,9334
5316,0157583,10491
5319,0247586,18079
5323,0211443,11470
5329,0235737,11468
5339,0104466,28384
5349,0145487,557
5364,0250797,2251
5377,0276751,245
5378,0121765,1894
5380,0278500,9026
5388,0278504,320
5389,0166813,9023
5400,0164184,4614
5401,0279493,12277
5415,0279778,9583
5418,0258463,2501
5419,0267913,9637
5420,0245562,12100
5444,0275847,11544
5445,0181689,180
5446,0252444,9555
5449,0280590,2022
5452,0107438,11982
5459,0120912,608
5463,0253556,6278
5464,0257044,4147
5478,0271367,8869
5479,0267626,8665
5480,0243585,10996
5481,0295178,818
5500,0088286,8764
5502,0286106,2675
5504,0287717,9488
5505,0279113,9962
5506,0309377,9573
5507,0295701,7451
5508,0274309,2750
5524,0300532,9266
5528,0265459,9357
5530,0258153,9296
5540,0082186,10323
5541,0102059,9595
5572,0303714,10611
5574,0293662,4108
5577,0280760,9685
5602,0048281,5506
5608,0250258,575
5617,0274812,11013
5618,0245429,129
5620,0256415,11529
5621,0290095,10771
5630,0289765,9533
5650,0086373,12921
5666,0292644,1809
5668,0283139,10994
5669,0310793,1430
5673,0272338,8051
5679,0298130,565
5690,0095327,12477
5693,0076666,11009
5747,0082432,11646
5782,0082949,1672
5784,0288477,9645
5785,0322802,9012
5791,0120679,1360
5803,0297181,8427
5804,0304669,9021
5810,0298203,65
5812,0297884,10712
5816,0295297,672
5833,0280609,11880
5853,0081455,9538
5872,0246460,36669
5876,0258068,8198
5878,0287467,64
5881,0307479,2103
5882,0133240,9016
5899,0058777,14433
5900,0289848,9932
5902,0268126,2757
5903,0238380,7299
5941,0303933,13497
5942,0302640,11852
5943,0252076,7303
5944,0253754,201
5945,0257360,2755
5952,0167261,121
5954,0307901,1429
5955,0168786,13435
5956,0217505,3131
5957,0313737,2642
5959,0272207,11022
5970,0102492,4032
5971,0096283,8392
5989,0264464,640
5991,0299658,1574
5992,0274558,590
5995,0253474,423
6001,0085794,262
6003,0290538,4912
6006,0305711,12090
6016,0317248,598
6058,0309593,9358
6059,0292506,1647
6093,0084237,10150
6104,0084352,11949
6155,0251127,9919
6156,0300471,6038
6157,0287978,9480
6166,0106701,12139
6184,0074851,991
6187,0289992,11615
6188,0302886,11635
6197,0278731,9613
6212,0305669,10678
6213,0314353,9567
6214,0290673,979
6218,0286499,455
6238,0099699,12157
6242,0178868,2671
6250,0285531,6171
6263,0264395,10782
6264,0298814,9341
6266,0286788,10735
6281,0183649,1817
6283,0275277,11299
6286,0311519,7294
6287,0305224,9506
6290,0251736,2662
6291,0300140,12093
6294,0245803,11817
6296,0310281,13370
6297,0311289,8326
6299,0301727,11516
6301,0067800,994
6303,0066769,10514
6305,0060390,1714
6322,0310910,10743
6323,0309698,2832
6331,0334405,16636
6333,0290334,36658
6338,0317303,10708
6350,0092067,10515
6365,0234215,604
6367,0309530,10720
6370,0283900,1555
6373,0315327,310
6377,0266543,12
6378,0317740,9654
6379,0295700,9902
6380,0342172,2260
6383,0322259,584
6385,0298228,1088
6440,0101410,290
6461,0054428,6643
6482,0329028,10152
6502,0289043,170
6503,0305357,9471
6534,0286716,1927
6535,0333780,10327
6537,0181852,296
6538,0324133,302
6539,0325980,22
6541,0311429,8698
6548,0172156,8961
6550,0274166,9486
6552,0301199,3472
6564,0325703,1996
6565,0329575,4464
6566,0338459,12279
6586,0328828,8273
6593,0322330,10330
6595,0257076,9257
6615,0329101,6466
6617,0316356,2055
6618,0286112,11770
6620,0305206,2771
6624,0313911,10923
6639,0062467,11206
6643,0046438,18148
6645,0066434,636
6650,0041546,11898
6659,0100814,9362
6662,0057413,936
6663,0075066,12268
6664,0088944,10999
6666,0068361,4593
6669,0044741,3782
6707,0303816,11547
6708,0325805,7270
6709,0285823,1428
6711,0335266,153
6713,0291350,33320
6724,0070510,11293
6731,0088993,8408
6753,0327137,13156
6754,0320691,277
6755,0281686,9707
6763,0266489,7288
6764,0327850,10159
6765,0328589,10934
6773,0286244,9662
6774,0086541,837
6777,0055031,821
6787,0074119,891
6791,0092603,11832
6793,0103786,11806
6796,0101507,650
6807,0085959,4543
6808,0065207,11046
6810,0102945,7442
6818,0091251,25237
6820,0210070,9871
6857,0107692,14282
6863,0332379,1584
6867,0340377,2056
6870,0327056,322
6873,0138524,11775
6874,0266697,24
6879,0313542,11329
6880,0324216,9373
6881,0311648,1550
6887,0316465,13920
6888,0306047,4256
6889,0328880,10009
6890,0363589,1807
6893,0064505,10536
6902,0165832,20312
6932,0323944,13537
6934,0242653,605
6936,0319343,10719
6942,0314331,508
6944,0101862,11846
6947,0311113,8619
6951,0312528,10588
6952,0348836,4970
6953,0315733,470
6954,0338135,11042
6957,0307987,10147
6958,0338094,10756
6959,0300556,9562
6966,0099365,9556
6975,0119167,10234
6979,0086567,860
6985,0019254,780
6987,0010323,234
6993,0091167,5143
6996,0102034,8010
7000,0102070,9292
7001,0077745,11850
7004,0099938,951
7007,0102266,9319
7008,0070849,1643
7013,0048424,3112
7018,0100404,11092
7022,0266308,3176
7027,0090022,11509
7034,0150662,11634
7036,0090142,11824
7044,0100935,483
7045,0100944,10166
7046,0094332,6069
7063,0068182,2000
7064,0038348,648
7072,0031971,995
7073,0058586,1594
7076,0062765,916
7084,0069097,11610
7090,0299977,79
7099,0087544,81
7101,0101745,11821
7116,0046911,827
7123,0102511,2742
7132,0026778,37719
7137,0318374,10744
7139,0298845,10511
7143,0325710,616
7147,0319061,587
7149,0337741,6964
7150,0338466,1792
7151,0335119,3635
7153,0167260,122
7154,0304415,11820
7155,0337909,8696
7156,0317910,12698
7158,0315983,11093
7160,0340855,504
7161,0349205,11007
7162,0159365,2289
7163,0338337,9620
7164,0316396,10601
7173,0343135,5966
7215,0037382,22584
7234,0047528,405
7235,0296042,9696
7247,0062803,11708
7254,0289879,1954
7256,0379557,11194
7263,0349825,14292
7265,0309987,1278
7285,0328538,11023
7293,0343660,1824
7317,0356150,9352
7318,0335345,615
7323,0301357,338
7324,0317648,2023
7325,0335438,9384
7327,0060827,797
7346,0265208,10591
7347,0363988,1586
7360,0363547,924
7361,0338013,38
7362,0364045,11081
7366,0300051,9541
7367,0335245,5516
7369,0331632,11024
7371,0276919,553
7373,0167190,1487
7376,0351977,11358
7380,0327679,14442
7381,0327247,2122
7386,0049833,6844
7387,0077402,923
7419,0088680,10843
7438,0378194,393
7439,0330793,7220
7444,0337563,10096
7445,0328107,9509
7451,0377092,10625
7454,0338526,7131
7458,0332452,652
7460,0379217,883
7481,0089092,11864
7482,0070034,9461
7569,0062512,667
7570,0086034,700
7573,0086006,36670
7587,0062229,5511
7669,0112130,164721
7698,0078966,988
7700,0046268,204
7701,0100050,9356
7766,0050613,3777
7802,0080120,11474
7836,0066580,9459
7842,0142032,
7925,0051808,1059
7926,0057565,12493
7934,0086637,11030
7980,0075784,5902
7981,0338564,10775
7982,0365376,4552
8014,0374546,113
8042,0070379,203
8132,0104346,16219
8154,0053779,439
8169,0092494,11548
8207,0069947,4909
8228,0022111,28257
8253,0079833,15371
8337,0046816,10178
8340,0079116,10734
8360,0298148,809
8361,0319262,435
8366,0332375,13193
8368,0304141,673
8370,0363226,246
8371,0296572,2789
8372,0356634,8920
8373,0327162,9890
8376,0374900,8193
8464,0390521,9372
8477,0056119,662
8493,0100133,12651
8507,0022913,136
8526,0327437,10204
8528,0364725,9472
8529,0362227,594
8531,0381707,12153
8533,0332280,11036
8581,0168122,3293
8596,0078163,6081
8604,0152930,2330
8607,0388473,13398
8614,0093693,10780
8622,0361596,1777
8623,0093886,11584
8633,0087597,11884
8636,0316654,558
8638,0381681,80
8640,0349683,9477
8641,0357413,8699
8643,0356470,11247
8644,0343818,2048
8645,0390221,436
8665,0372183,2502
8666,0327554,314
8781,0368008,14462
8783,0368447,6947
8784,0333766,401
8798,0369339,1538
8807,0366551,11282
8808,0368933,11130
8810,0370263,395
8814,0364751,10762
8827,0083652,20120
8860,0337921,9759
8861,0318627,1577
8865,0346156,5137
8866,0360201,11823
8870,0356618,10145
8873,0318462,1653
8874,0365748,747
8879,0071877,4176
8880,0089560,11177
8907,0307453,10555
8910,0356721,1599
8914,0390384,14337
8916,0358135,4380
8917,0372588,3989
8937,0390022,13416
8947,0391198,1970
8948,0375173,8849
8949,0375063,9675
8950,0361862,4553
8957,0387564,176
8958,0350258,1677
8961,0317705,9806
8965,0338348,5255
8966,0362269,11184
8969,0317198,9801
8970,0308644,866
8972,0368891,2059
8973,0275491,140
8974,0345950,11836
8977,0346491,1966
8981,0376541,2288
8983,0385004,9550
8984,0349903,163
8985,0359013,36648
25771,0020530,626
26082,0056058,14537
26131,0058946,17295
26133,0059026,13187
26150,0060107,895
26242,0067023,839
26662,0097814,16859
26680,0099329,9768
26729,0102015,4539
26776,0104652,11621
26903,0113824,37797
27156,0169858,18491
27266,0212712,844
27317,0235198,11075
27482,0285492,437
27592,0310775,4689
27660,0328832,55931
27706,0339291,11774
27721,0344510,2841
27728,0347246,12140
27731,0347618,15370
27772,0364385,11838
27773,0364569,670
27788,0366627,9667
27790,0366777,13373
27801,0368909,9316
27803,0369702,1913
27808,0371246,2539
27815,0372824,5528
27821,0373926,179
27831,0375912,4836
27839,0377109,10320
27846,0379225,11420
27904,0405296,3509
30707,0405159,70
30749,0395169,205
30793,0367594,118
30803,0423866,1280
30810,0362270,421
30812,0338751,2567
30816,0293508,9833
30822,0385267,1901
30825,0290002,693
31221,0357277,9947
31225,0393162,7214
31364,0353969,11423
31410,0363163,613
31420,0398712,8978
31427,0382077,11096
31433,0372532,6961
31658,0347149,4935
31685,0386588,8488
31696,0360486,561
31804,0403358,3040
31878,0373074,9470
32017,0395699,10022
32019,0377471,4551
32029,0340163,2026
32031,0358082,9928
32296,0385307,10040
32587,0401792,187
32596,0318649,7364
32598,0332047,11431
33004,0371724,7453
33085,0384806,10065
33154,0413845,13020
33158,0329774,11679
33162,0320661,1495
33164,0397065,10066
33166,0375679,1640
33171,0370986,11171
33437,0342258,10027
33493,0121766,1895
33499,0369735,4379
33615,0351283,953
33646,0398165,9291
33660,0352248,921
33669,0403508,9779
33679,0356910,787
33794,0372784,272
33834,0418819,11683
33836,0374536,9722
33880,0415978,1382
33903,0408777,276
34048,0407304,74
34072,0428803,1667
34150,0120667,9738
34162,0396269,9522
34319,0399201,1635
34323,0395584,1696
34332,0405325,11459
34336,0417001,11648
34338,0436078,15258
34405,0379786,16320
34437,0412019,308
34520,0377818,6519
34532,0397101,9913
34534,0430105,8292
34542,0427312,501
35836,0405422,6957
35957,0421239,11460
36276,0387898,445
36401,0355295,4442
36517,0387131,1985
36519,0388482,9335
36525,0425123,9007
36527,0377107,9777
36529,0399295,1830
36535,0404030,340
37380,0419706,8814
37382,0421054,9923
37384,0348333,7553
37386,0402022,8202
37720,0404032,8643
37727,0408790,9315
37729,0121164,3933
37731,0385002,8923
37733,0399146,59
37741,0379725,398
37830,0385700,647
37857,0366780,14517
38038,0312004,533
38061,0373469,5236
38798,0388125,11931
38886,0367089,10707
39183,0388795,142
39231,0368709,9621
39292,0433383,3291
39381,0421238,16608
39427,0371257,8066
39435,0386140,1656
39444,0384680,6963
39446,0432348,215
40278,0418763,25
40339,0371606,9982
40581,0433400,10033
40583,0365737,231
40629,0414387,4348
40732,0435625,9392
40815,0330373,674
40819,0358273,69
40826,0294870,1833
40851,0406375,6795
41285,0416320,116
41566,0363771,411
41569,0360717,254
41571,0397535,1904
41573,0356680,9043
41716,0365485,9515
41997,0408306,612
42002,0395251,9899
42004,0407265,546
42011,0369441,7552
42418,0402399,11400
42632,0451094,4550
42718,0414852,10045
42723,0450278,1690
42725,0456554,9900
42734,0443536,10982
42738,0401855,834
43396,0412080,9912
43560,0396752,11283
43679,0414982,9286
43836,0383216,12096
43871,0408345,9754
43928,0370032,9920
43936,0450232,2207
44004,0427229,6877
44022,0438097,950
44191,0434409,752
44193,0454945,9655
44195,0427944,9388
44199,0454848,388
44397,0454841,9792
44555,0405094,582
44665,0425210,186
44694,0441909,219
44761,0393109,9270
44788,0493459,16070
44828,0439815,9035
44972,0362120,4257
44974,0424136,2652
45081,0384537,588
45186,0317919,956
45210,0475276,9829
45431,0327084,7518
45442,0409182,503
45447,0382625,591
45499,0376994,36668
45501,0452594,9767
45517,0317219,920
45666,0457510,9353
45668,0410297,2044
45672,0389860,9339
45720,0458352,350
45722,0383574,58
45726,0463034,1819
45728,0424345,2295
45730,0452637,9697
45732,0465624,4474
45880,0422720,1887
45950,0497116,1781
46062,0475293,10947
46322,0446059,7549
46335,0463985,9615
46530,0348150,1452
46578,0449059,773
46723,0449467,1164
46948,0385880,9297
46965,0417148,326
46967,0457513,512
46970,0415306,9718
46972,0477347,1593
46976,0420223,1262
47044,0430357,82
47099,0454921,1402
47122,0455967,9293
47200,0479884,1948
47382,0462590,9762
47423,0468489,7859
47518,0384793,9788
47610,0443543,1491
47629,0436697,1165
47640,0486551,9988
47644,0445990,11652
47810,0450345,9708
47997,0387808,7512
47999,0486358,1776
48043,0414993,1381
48082,0354899,300
48142,0387877,9676
48304,0472043,1579
48322,0493430,12094
48385,0443453,496
48394,0457430,1417
48414,0400717,7484
48516,0407887,1422
48696,0404203,1440
48738,0455590,1523
48774,0206634,9693
48780,0482571,1124
48783,0418689,3683
48877,0489270,214
48982,0424095,11619
48997,0396171,1427
49272,0381061,36557
49274,0366548,9836
49278,0453467,7551
49286,0457939,1581
49396,0365830,2179
49530,0450259,1372
49649,0449010,2486
49651,0479143,1246
49772,0446755,14202
